,user,time,location,text
26,SuperbikeAl,2020-10-01 15:33:53,Fylde Coast. Lancs England,RT @ZubyMusic: I still can't get over the fact that somebody told me 99% of black communities don't have access to fruit and vegetables...…
27,smallrabbit,2020-10-01 15:33:50,Be excellent to each other,"@marksandspencer Now, I do love you, M&amp;S, but once AGAIN your Christmas vegetables to order are not vegetarian. I w… https://t.co/NVPkzWEhf1"
28,sydneyxkitty,2020-10-01 15:33:47,,"RT @leahreids: SAY, YOU FOLKS OUGHT TO DON YOUR VEGETABLES AND JOIN THE HARVEST https://t.co/KOECLGI3HD"
29,Drowninglemons1,2020-10-01 15:33:20,"Cleveland, OH",RT @ZubyMusic: I still can't get over the fact that somebody told me 99% of black communities don't have access to fruit and vegetables...…
30,DCentifolia,2020-10-01 15:33:10,,"RT @The_RHS: You can buy seeds for a variety of carrots from the RHS Shop to give growing a go at home. 

Find them here: https://t.co/i4Ju…"
31,DCentifolia,2020-10-01 15:33:03,,RT @The_RHS: Gerald Stratford @geraldstratfor3 from Oxfordshire became quite an internet sensation over lockdown where he’s been showcasing…
32,Vegetables__7,2020-10-01 15:32:47,,@arara0714 100円
33,WynandMeyering,2020-10-01 15:32:42,Johannesburg,@PhumlaniMMajozi He wants to do it to boost his own ego. The country doesn't have the money... He will destroy the… https://t.co/kgOwJdEckq
34,dirtcandy,2020-10-01 15:32:38,New York City,Bye bye bye 🍅! You were the star of my summer but it’s time to make room for some fall vegetables. See you next sum… https://t.co/3gfs8xvgux
35,Phaithie_,2020-10-01 15:32:36,,"RT @Phaithie_: snacks, packaged breads), and eating healthy balanced diet such as the Mediterranean diets which include vegetables, fruits,…"
36,Ijoneswilliams,2020-10-01 15:32:32,London,"RT @FoodBankRequest: Ealing Food Bank @EalingFoodbank is requesting the donation of:

Tinned Fruit &amp; Vegetables
Baked Beans
Tinned Soup
Lon…"
37,Vegetables__7,2020-10-01 15:32:31,,@Hotaru_osake たまたまやぁ！底辺のかまこからすればとっても嬉しみ！😁
38,0800Swarve,2020-10-01 15:32:28,Your Local Tesco,One thing that Bengalis love is there vegetables. https://t.co/jsxsHPbXIa
39,atul40364652,2020-10-01 15:32:20,,"RT @ietrending: This creative twist to classic ludo game using vegetables has netizens impressed

https://t.co/wCNcrLwj3j"
40,Trickster1982,2020-10-01 15:32:20,East Yorkshire,@jivetolkein @Culturalmistake @tesconews @wwf_uk You do know that most people eat mixed diets with plenty of vegeta… https://t.co/mTRrKI9FXK
41,Sanjeev13666316,2020-10-01 15:32:19,"Nalasopara West, Mumbai","RT @MSCCargo: We're adding Valencia as new port of call on our Indus Express service on 3 October! With the Indus Express, Spanish fruit an…"
42,colossusfit,2020-10-01 15:32:01,"Toronto, Ontario","My ""Monthly Goals"" For October
- Smile more
- Eat vegetables daily 
- Do what is right, not what is easy

You?"
43,Bordbia,2020-10-01 15:31:41,Ireland,"RT @agriculture_ie: We welcome the new Healthy Eating Guidelines for one to four years olds by @roinnslainte today.

It recommends they eat…"
44,OgWhimsical,2020-10-01 15:31:41,Ohio,RT @ZubyMusic: I still can't get over the fact that somebody told me 99% of black communities don't have access to fruit and vegetables...…
45,EvaCookies4,2020-10-01 15:31:39,"Florida, USA",RT @goldenkiwee: Haru’s supposed to be teaching Daisuke how to chop vegetables but sometimes it’s normal to be overwhelmed by how cute your…
46,mintuinsan89,2020-10-01 15:31:38,panipat. haryana ,"RT @RahulInsan4: @SMGHaryana #WorldVegetarianDay
Vegetables hamari body ke liye best food h."
47,The_RHS,2020-10-01 15:31:38,United Kingdom,"You can buy seeds for a variety of carrots from the RHS Shop to give growing a go at home. 

Find them here:… https://t.co/1K5cycruHt"
48,The_RHS,2020-10-01 15:31:32,United Kingdom,Gerald Stratford @geraldstratfor3 from Oxfordshire became quite an internet sensation over lockdown where he’s been… https://t.co/sRpK1VCLDn
49,MSCCargo,2020-10-01 15:31:31,Global,"We're adding Valencia as new port of call on our Indus Express service on 3 October! With the Indus Express, Spanis… https://t.co/XUu6ngW66O"
50,Fandomtrashoe,2020-10-01 15:31:24,None of your business 💅💕,RT @goldenkiwee: Haru’s supposed to be teaching Daisuke how to chop vegetables but sometimes it’s normal to be overwhelmed by how cute your…
51,expentedproject,2020-10-01 15:31:13,"Yogyakarta, Indonesia","◇ reuse items or give to charity shops
◇ buy from charity shops or any bazaar
◇ use bar soap over bottled soap
◇ pi… https://t.co/GIItaW0ivS"
52,KowdiarMonkey,2020-10-01 15:30:57,"YMR, JUNCTION, Kowdiar",Did You Know That You Can Get High With Just Fresh Fruits &amp; Vegetables? Meet Us At The Drunken Monkey &amp; You Will Se… https://t.co/0vox5CCPAZ
53,28sonusoni,2020-10-01 15:30:45,,"#WorldVegetarianDay
Human digestive system is suitable for digestion of vegetables not according to meat"
54,RonnieVFein,2020-10-01 15:30:42,"Stamford, CT.",Stuffed Peppers with Quinoa and Vegetables .... for Sukkot. ... https://t.co/SDdKKXyriL
55,RandyEvremonde,2020-10-01 15:30:39,,"RT @NikkiFriedFL: Happy #WorldVegetarianDay! As one of America's top states for fresh fruit and vegetables, Florida's seasonal produce grow…"
56,daninflorida77,2020-10-01 15:30:36,Deep 13,"@BuffyTransue @karinsoil -
And eat your vegetables! 🤣"
57,ifonlyella,2020-10-01 15:30:25,UK,"@formerlydf I really like basically all vegetables, but if they are boiled I am sad and listless just like them. 
I… https://t.co/AzDyvtZ2tb"
58,ToHelpEveryone,2020-10-01 15:30:19,"Los Angeles, CA","Back2School Drive-Thru! This Saturday, Oct 3, children will be given a free backpack, school supplies, sports equip… https://t.co/80cSYQUeCc"
59,MrsMelCole,2020-10-01 15:30:17,,RT @StudentOfDrA: @MrsMelCole @animalwelfare24 When I was a child I hated meat. I only wanted the vegetables &amp; potatoes that were on my pla…
60,NoelArmourson,2020-10-01 15:30:04,"Denver, CO, USA, Earth",RT @ZubyMusic: I still can't get over the fact that somebody told me 99% of black communities don't have access to fruit and vegetables...…
61,jrpimpex,2020-10-01 15:30:00,"Rajkot,Gujarat",There is no greater love than the “love for food” and the various vegetables make them special in taste vegetables.… https://t.co/d2u2vgwWEd
62,WhosWhowhos2,2020-10-01 15:29:58,,RT @ZubyMusic: I still can't get over the fact that somebody told me 99% of black communities don't have access to fruit and vegetables...…
63,mylifeasalllly,2020-10-01 15:29:58,dc ➡️ new orleans,good dog and good vegetables https://t.co/1GebT41bNT
64,iridescentrey,2020-10-01 15:29:55,,"RT @ReyreyButt: Day 1 of #ReyloDinktober2020: Rey eating vegetables

#Reylo https://t.co/qVExJsKujN"
65,molinoelvinculo,2020-10-01 15:29:49,"Zahara, Andalucía",#oliveoil #healthylifestyle #foodies #vegetables #ensaladasaludable @healthy.foodyss @_zaharainfo #cheff… https://t.co/OKIVUiAdPy
66,jaytrenary,2020-10-01 15:29:40,"RTs, etc. ≠ endorse",RT @ZubyMusic: I still can't get over the fact that somebody told me 99% of black communities don't have access to fruit and vegetables...…
67,ronispresser,2020-10-01 15:29:27,,Do you rinse your fruits and vegetables before eating? Water can't get rid of all those pesticides.… https://t.co/JJVktVzoW3
68,johnjoechad,2020-10-01 15:29:19,,RT @MarkMooretaken: @MancHuntSabs @johnjoechad Time to write to the big supermarkets to ensure they don't face a boycott as of stocking Pos…
69,28sonusoni,2020-10-01 15:29:18,,"#WorldVegetarianDay
Use fresh vegetables than 
Meat"
70,TahirBinHussai2,2020-10-01 15:28:56,"Slough, England. Kashmir PK","RT @Rachael_Swindon: Saddening. Unfortunately we can’t all afford roast sea bream with fennel, sourdough, preserved lemons, and seasonal ve…"
71,beselfsufficien,2020-10-01 15:28:38,"Austin, TX",#ClassicPost: 4 Steps to Healthy Indoor Vegetables https://t.co/qHivxQYvP0
72,FFlexis89,2020-10-01 15:28:36,,RT @ZubyMusic: I still can't get over the fact that somebody told me 99% of black communities don't have access to fruit and vegetables...…
73,_Mbah_Google_,2020-10-01 15:28:09,,Here's 6 Most Important Vitamins for Your Body: Fruits and vegetables are the good source of vitamins. Vitamin i... https://t.co/KPNXyplbSb
74,FCCagriculture,2020-10-01 15:28:08,Canada,"#Harvest2020: This week we checked in with @chrisoram11 of Grand Falls, NL.
 
Chris and his crew are busily harvest… https://t.co/XjEDsIJtJ9"
75,storiesofreylo,2020-10-01 15:27:55,on the internet,"RT @ReyreyButt: Day 1 of #ReyloDinktober2020: Rey eating vegetables

#Reylo https://t.co/qVExJsKujN"
76,Anewien,2020-10-01 15:27:51,,@getlostdweeb @pulte Healthy food isn't expensive at all. It's just boring cause you're gonna eat the same thing ev… https://t.co/NWXl1a04P3
77,pFHN3PhviDbTJfI,2020-10-01 15:27:46,,"RT @makun47525347: 猫が食べてもいい野菜５選【ねこもふ家の食レポ】Vegetables that cats can eat. https://t.co/8wkmIK0mwr @YouTubeより
@cocoanleoai 
野菜❌🐈
発見👀
とりあえず舐めてめ…"
78,GWICInfo,2020-10-01 15:27:34,,Organically-grown whole foods like fruits and vegetables contain higher levels of certain vitamins and minerals. https://t.co/xhnrlprXNd
79,Metal_Rebel,2020-10-01 15:27:29,United Kingdom,"@FlowerP79667758 echinachea and multi vitamins, when feeling tired, eat lots of fruit and vegetables every day"
80,shabnam_rubina,2020-10-01 15:27:14,,"RT @spur3s: Winning Formula.. 

1) Make all sugar, flour, vegetables &amp; other daily commodities out of the reach of common man

2) Keep on a…"
81,CollegeCeliacKC,2020-10-01 15:27:09,Mankato,"7+ Delicious Ways to Eat More Veggies with Every Meal #healthyeating #glutenfree #health
https://t.co/ZB78Zd635T https://t.co/5A0jsudw99"
82,adiorgun,2020-10-01 15:27:08,she/her,gn vegetables 😚
83,7uzidoesit,2020-10-01 15:27:05,,RT @ZubyMusic: I still can't get over the fact that somebody told me 99% of black communities don't have access to fruit and vegetables...…
84,AngelofRNGesus,2020-10-01 15:27:03,,RT @ZubyMusic: I still can't get over the fact that somebody told me 99% of black communities don't have access to fruit and vegetables...…
85,floatsmegoats,2020-10-01 15:26:18,,RT @ZubyMusic: I still can't get over the fact that somebody told me 99% of black communities don't have access to fruit and vegetables...…
86,cairapaulaaaa,2020-10-01 15:26:15,Tayabas City,"RT @GDeLaurentiis: Hands down my most popular vegetarian pasta! @Giadzy 
RECIPE: https://t.co/MSRqgGfQ9J https://t.co/lD4sUUSftZ"
87,bhatray,2020-10-01 15:26:13,"Srinagar, India","RT @zahidwani123: Red chilies being dried on the balcony of an old Kashmiri house in outskirts of Srinagar. In summer and autumn, all kinds…"
88,UnileverFS_IRE,2020-10-01 15:26:11,Ireland,"On average, care homes serve a roast dinner twice a week! 🍽 Watch as Ian Nottage, Head of Food Development at… https://t.co/IHNBfhbGz6"
89,OldSoldierRadio,2020-10-01 15:25:54,"Fort Hood, TX",RT @ZubyMusic: I still can't get over the fact that somebody told me 99% of black communities don't have access to fruit and vegetables...…
90,FDACS,2020-10-01 15:25:51,Tallahassee,"RT @NikkiFriedFL: Happy #WorldVegetarianDay! As one of America's top states for fresh fruit and vegetables, Florida's seasonal produce grow…"
91,cute_girl_kamal,2020-10-01 15:25:31,"Ambala, India","RT @SiLenT__HeartT: #WorldVegetarianDay
People who follow a vegetarian diet may be less likely to have type 2 diabetes. One reason for this…"
92,MarkToby4,2020-10-01 15:25:27,In the shadows of Florida. ,RT @ZubyMusic: I still can't get over the fact that somebody told me 99% of black communities don't have access to fruit and vegetables...…
93,DustinRuby12,2020-10-01 15:25:26,"Cape Girardeau, MO",RT @ZubyMusic: I still can't get over the fact that somebody told me 99% of black communities don't have access to fruit and vegetables...…
94,DHasbara,2020-10-01 15:25:25,,"@bobcesca_go He is in the best shape of his life.

He's been eating his vegetables.   

Coppenhagen is a vegetable,… https://t.co/Jdv3ZGSNCQ"
95,OnceMoreSmile,2020-10-01 15:25:21,,Vege Vege Vegetables Yami Yami Yamitsukiyo ♪ nogatchi - Vegetable Bossa Nova - https://t.co/m0H9PiGjyY
96,DrColJ__,2020-10-01 15:25:18,"Visited 47 countries, lived in Middle East for 2 yrs. Climbed Kili, '17, Antarctica & South Pole, '18. Arctic & North Pole, June '19.","South Carolina is having a drive-through State Fair with the standard competitions/exhibits, livestock, crafts, veg… https://t.co/Is3xdHdXzN"
97,Phaithie_,2020-10-01 15:25:18,,"snacks, packaged breads), and eating healthy balanced diet such as the Mediterranean diets which include vegetables… https://t.co/vRzZNj4uhO"
98,dokita_ophunmi,2020-10-01 15:25:07,Ibadan ,"RT @the_beardedsina: Whenever you prepare your Vegetables. Be careful not to cook on fire for too long

Most of the nutrients and vitamins…"
99,LA42_LA42,2020-10-01 15:25:01,"Cape Coral, FL",RT @ZubyMusic: I still can't get over the fact that somebody told me 99% of black communities don't have access to fruit and vegetables...…
